	gene	start	end	strand	ntlen	aalen	ann_type	alt_ann	localization	function	operon	expression	cprna	msexp	mspepts	cpprot	ureacp	sdscp	meancp	hlprot	refdens	refesse	ranseps	rbs	homology	predfun	tm	sp	segtm	complex
10227	mpneu18358	262328	262378	-	50	16.0	orfs	-1																						
10228	mpneu23398	262354	262383	-	29	9.0	orfs	-1																						
10229	mpneu23397	262390	262422	-	32	10.0	orfs	-1																						
10230	mpneu06388	262424	262444	+	20	6.0	orfs	-1																						
10231	mpneu06389	262445	262471	+	26	8.0	orfs	-1																						
10232	mpneu11235	262488	262511	+	23	7.0	orfs	-1																						
10233	mpneu06390	262493	262537	+	44	14.0	orfs	-1																						
10234	mpneu23396	262480	262521	-	41	13.0	orfs	-1																						
10235	mpneu06391	262538	262588	+	50	16.0	orfs	-1																						
10236	mpneu18357	262508	262552	-	44	14.0	orfs	-1																						
10237	mpneu18356	262556	262567	-	11	3.0	orfs	-1																						
10238	mpneu06392	262649	262663	+	14	4.0	orfs	-1																						
10239	mpneu06393	262664	262720	+	56	18.0	orfs	-1																						
10240	mpneu28427	262362	262673	-	311	103.0	orfs	0				0.806026492744		0.0	0.0								0.585	0.0	3.0	0	0.0	0.0	o	1.0
10241	mpneu28426	262689	262697	-	8	2.0	orfs	-1																						
10242	mpneu23395	262639	262710	-	71	23.0	orfs	0				1.60598566213		0.0	0.0								0.077	0.0	3.0	0	0.0	0.0	o	1.0
10243	mpneu28425	262743	262748	-	5	1.0	orfs	-1																						
10244	mpneu06394	262769	262786	+	17	5.0	orfs	-1																						
10245	mpneu23394	262756	262776	-	20	6.0	orfs	-1																						
10246	mpneu06395	262796	262837	+	41	13.0	orfs	-1																						
10247	mpneu28424	262761	262853	-	92	30.0	orfs	0				0.286698605543		0.0	0.0								0.003	0.0	3.0	0	0.0	0.0	i	1.0
10248	mpneu06396	262862	262897	+	35	11.0	orfs	-1																						
10249	mpneu18355	262847	262885	-	38	12.0	orfs	-1																						
10250	mpneu23393	262834	262887	-	53	17.0	orfs	-1																						
10251	mpneu06397	262958	263008	+	50	16.0	orfs	-1																						
10252	mpneu23392	262915	262977	-	62	20.0	orfs	0				0.834993203571		0.0	0.0								0.007	0.0	3.0	0	0.0	0.0	o	1.0
10253	mpneu06398	263030	263068	+	38	12.0	orfs	-1																						
10254	mpneu23391	263005	263052	-	47	15.0	orfs	-1																						
10255	mpneu18354	263021	263056	-	35	11.0	orfs	-1																						
10256	mpneu06399	263096	263116	+	20	6.0	orfs	-1																						
10257	mpneu06400	263138	263152	+	14	4.0	orfs	-1																						
10258	mpneu23390	263149	263169	-	20	6.0	orfs	-1																						
10259	mpneu28423	262857	263180	-	323	107.0	orfs	0				0.378248228732		0.0	0.0								0.297	0.0	3.0	0	1.0	1.0	n2-10c15/16o58-88i	1.0
10260	mpneu06401	263204	263227	+	23	7.0	orfs	-1																						
10261	mpneu06402	263291	263350	+	59	19.0	orfs	0				8.65091199542		0.0	0.0								0.005	1.0	3.0	0	0.0	0.0	i	1.0
10262	mpneu28422	263190	263300	-	110	36.0	orfs	0				0.0168918918919		0.0	0.0								0.19	0.0	3.0	0	0.0	0.0	i	1.0
10263	mpneu23389	263275	263334	-	59	19.0	orfs	0				0.102083333333		0.0	0.0								0.035	0.0	3.0	0	0.0	0.0	o	1.0
10264	mpneu28421	263319	263342	-	23	7.0	orfs	-1																						
10265	mpneu06403	263372	263392	+	20	6.0	orfs	-1																						
10266	mpneu18353	263363	263398	-	35	11.0	orfs	-1																						
10267	mpneu06404	263402	263416	+	14	4.0	orfs	-1																						
10268	mpneu23388	263413	263421	-	8	2.0	orfs	-1																						
10269	mpneu06405	263432	263446	+	14	4.0	orfs	-1																						
10270	mpneu23387	263443	263457	-	14	4.0	orfs	-1																						
10271	mpneu18352	263471	263512	-	41	13.0	orfs	-1																						
10272	mpneu23386	263491	263532	-	41	13.0	orfs	-1																						
10273	mpneu06406	263555	263626	+	71	23.0	orfs	0				8.70488466199		0.0	0.0								0.003	1.0	3.0	0	0.0	0.0	i	1.0
10274	mpneu28420	263430	263606	-	176	58.0	orfs	0				0.0		0.0	0.0								0.14	0.0	3.0	0	0.0	0.0	i	1.0
10275	mpneu18351	263519	263629	-	110	36.0	orfs	0				0.0		0.0	0.0								0.004	0.0	3.0	0	0.0	0.0	i	1.0
10276	mpneu06407	263645	263683	+	38	12.0	orfs	-1																						
10277	mpneu18350	263663	263689	-	26	8.0	orfs	-1																						
10278	mpneu06408	263726	263737	+	11	3.0	orfs	-1																						
10279	mpneu06409	263756	263779	+	23	7.0	orfs	-1																						
10280	mpneu28419	263742	263807	-	65	21.0	orfs	0				0.327565103749		0.0	0.0								0.014	1.0	3.0	0	0.0	1.0	n3-10c15/16o	1.0
10281	mpneu06410	263813	263887	+	74	24.0	orfs	0				8.36969839947		0.0	0.0								0.108	1.0	3.0	0	0.0	0.0	i	1.0
10282	mpneu23385	263761	263868	-	107	35.0	orfs	0				0.300642498107		0.0	0.0								0.024	0.0	3.0	0	1.0	0.0	i12-31o	1.0
10283	mpneu06411	263939	263950	+	11	3.0	orfs	-1																						
10284	mpneu18349	263924	263965	-	41	13.0	orfs	-1																						
10285	mpneu06412	263987	264004	+	17	5.0	orfs	-1																						
10286	mpneu06413	264008	264079	+	71	23.0	orfs	0				8.26909031921		0.0	0.0								0.006	1.0	3.0	0	0.0	0.0	i	1.0
10287	mpneu18348	264038	264046	-	8	2.0	orfs	-1																						
10288	mpneu18347	264068	264085	-	17	5.0	orfs	-1																						
10289	mpneu28418	263823	264107	-	284	94.0	orfs	0				0.224982845255		0.0	0.0								0.502	1.0	3.0	0	1.0	0.0	o57-77i	1.0
10290	mpneu28417	264117	264146	-	29	9.0	orfs	-1																						
10291	mpneu06414	264164	264184	+	20	6.0	orfs	-1																						
10292	mpneu11236	264168	264176	+	8	2.0	orfs	-1																						
10293	mpneu06415	264197	264289	+	92	30.0	orfs	0				8.09879465753		0.0	0.0								0.007	0.0	3.0	0	1.0	0.0	o6-28i	1.0
10294	mpneu18346	264296	264313	-	17	5.0	orfs	-1																						
10295	mpneu06416	264326	264391	+	65	21.0	orfs	0				8.26048828416		0.0	0.0								0.001	0.0	3.0	0	0.0	0.0	i	1.0
10296	mpneu28416	264162	264365	-	203	67.0	orfs	0				1.20897973097		0.0	0.0								0.208	0.0	3.0	0	0.0	1.0	n42-49c53/54o	1.0
10297	mpneu06417	264404	264427	+	23	7.0	orfs	-1																						
10298	mpneu23384	264388	264414	-	26	8.0	orfs	-1																						
10299	mpneu06418	264437	264454	+	17	5.0	orfs	-1																						
10300	mpneu18345	264416	264445	-	29	9.0	orfs	-1																						
10301	mpneu06419	264458	264466	+	8	2.0	orfs	-1																						
10302	mpneu18344	264500	264529	-	29	9.0	orfs	-1																						
10303	mpneu06420	264536	264649	+	113	37.0	orfs	0				9.0890986551		0.0	0.0								0.02	0.0	3.0	0	0.0	0.0	o	1.0
10304	mpneu11237	264540	264605	+	65	21.0	orfs	0				9.01025197822		0.0	0.0								0.022	0.0	3.0	0	0.0	0.0	o	1.0
10305	mpneu18343	264533	264547	-	14	4.0	orfs	-1																						
10306	mpneu23383	264463	264612	-	149	49.0	orfs	0				2.0312297344		0.0	0.0								0.215	0.0	3.0	0	0.0	0.0	o	1.0
10307	mpneu06421	264653	264682	+	29	9.0	orfs	-1																						
10308	mpneu18342	264563	264688	-	125	41.0	orfs	0				1.82289608462		0.0	0.0								0.039	0.0	3.0	0	0.0	0.0	o	1.0
10309	mpneu06422	264689	264781	+	92	30.0	orfs	0				9.4569276188		0.0	0.0								0.008	0.0	3.0	0	0.0	1.0	n2-9c13/14o	1.0
10310	mpneu28415	264408	264740	-	332	110.0	orfs	0				1.92144856988		0.0	0.0								0.33	1.0	3.0	0	2.0	1.0	n2-10c19/20o43-66i87-109o	1.0
10311	mpneu06423	264791	264889	+	98	32.0	orfs	0				9.3821350999		0.0	0.0								0.115	0.0	3.0	0	0.0	0.0	i	1.0
10312	mpneu18341	264740	264799	-	59	19.0	orfs	0				2.1824904917		0.0	0.0								0.041	0.0	3.0	0	0.0	0.0	o	1.0
10313	mpneu18340	264800	264844	-	44	14.0	orfs	-1																						
10314	mpneu23382	264646	264849	-	203	67.0	orfs	0				2.05774863887		0.0	0.0								0.115	0.0	3.0	0	0.0	1.0	n5-16c20/21o	1.0
10315	mpneu18339	264857	264865	-	8	2.0	orfs	-1																						
10316	mpneu28414	264873	264896	-	23	7.0	orfs	-1																						
10317	mpneu11238	264897	264905	+	8	2.0	orfs	-1																						
10318	mpneu06424	264908	264925	+	17	5.0	orfs	-1																						
10319	mpneu06425	264926	264958	+	32	10.0	orfs	-1																						
10320	mpneu28413	264912	264950	-	38	12.0	orfs	-1																						
10321	mpneu06426	264986	265231	+	245	81.0	orfs	0				9.40921145667		0.0	0.0								0.109	0.0	3.0	0	1.0	1.0	n2-10c14/15o30-50i	1.0
10322	mpneu11239	265014	265025	+	11	3.0	orfs	-1																						
10323	mpneu11240	265029	265037	+	8	2.0	orfs	-1																						
10324	mpneu28412	264951	265043	-	92	30.0	orfs	0				3.40691205165		0.0	0.0								0.038	1.0	3.0	0	0.0	0.0	o	1.0
10325	mpneu18338	265034	265057	-	23	7.0	orfs	-1																						
10326	mpneu23381	264955	265062	-	107	35.0	orfs	0				3.5239342682		0.0	0.0								0.102	0.0	3.0	0	0.0	0.0	o	1.0
10327	mpneu18337	265091	265102	-	11	3.0	orfs	-1																						
10328	mpneu23380	265069	265128	-	59	19.0	orfs	0				3.83869916901		0.0	0.0								0.017	0.0	3.0	0	0.0	0.0	o	1.0
10329	mpneu28411	265110	265184	-	74	24.0	orfs	0				4.28348844824		0.0	0.0								0.004	0.0	3.0	0	0.0	0.0	i	1.0
10330	mpneu18336	265160	265192	-	32	10.0	orfs	-1																						
10331	mpneu23379	265249	265284	-	35	11.0	orfs	-1																						
10332	mpneu11241	265296	265370	+	74	24.0	orfs	0				3.6016446666		0.0	0.0								0.007	0.0	3.0	0	0.0	0.0	o	1.0
10333	mpneu06427	265310	265342	+	32	10.0	orfs	-1																						
10334	mpneu18335	265253	265336	-	83	27.0	orfs	0				5.60451090957		0.0	0.0								0.038	0.0	3.0	0	0.0	0.0	i	1.0
10335	mpneu01438	265342	265569	+	227	75.0	orfs	0				3.70488016719		0.0	0.0								0.123	0.0	3.0	0	1.0	0.0	o49-65i	1.0
10336	mpneu11242	265380	265427	+	47	15.0	orfs	-1																						
10337	mpneu06428	265406	265477	+	71	23.0	orfs	0				4.0254562688		0.0	0.0								0.003	0.0	3.0	0	0.0	0.0	i	1.0
10338	mpneu18334	265373	265417	-	44	14.0	orfs	-1																						
10339	mpneu11243	265440	265502	+	62	20.0	orfs	0				3.69279173498		0.0	0.0								0.115	0.0	3.0	0	0.0	0.0	o	1.0
10340	mpneu23378	265393	265461	-	68	22.0	orfs	0				6.66375255282		0.0	0.0								0.005	0.0	3.0	0	0.0	0.0	o	1.0
10341	mpneu18333	265433	265483	-	50	16.0	orfs	-1																						
10342	mpneu23377	265474	265485	-	11	3.0	orfs	-1																						
10343	mpneu18332	265535	265564	-	29	9.0	orfs	-1																						
10344	mpneu06429	265571	265645	+	74	24.0	orfs	0				2.37020089073		0.0	0.0								0.011	0.0	3.0	0	0.0	0.0	i	1.0
10345	mpneu01439	265573	265698	+	125	41.0	orfs	0				3.01840032822		0.0	0.0								0.033	0.0	3.0	0	1.0	0.0	i12-33o	1.0
10346	mpneu18331	265583	265600	-	17	5.0	orfs	-1																						
10347	mpneu11244	265620	265631	+	11	3.0	orfs	-1																						
10348	mpneu11245	265656	265661	+	5	1.0	orfs	-1																						
10349	mpneu11246	265668	265679	+	11	3.0	orfs	-1																						
10350	mpneu06430	265682	265750	+	68	22.0	orfs	0				8.22645254602		0.0	0.0								0.021	0.0	3.0	0	0.0	0.0	i	1.0
10351	mpneu28410	265218	265682	-	464	154.0	orfs	MPN214	Membrane	Conserved hypothetical proteins	505.0	6.00894175416	0.0537033205	77.0	2.0	26.7	16.1	26.7	46.36	7.8	0.03	E	0.727	0.0	6.0	MPN214	3.0	0.0	i30-53o59-78i132-153o	1.0
10352	mpneu11247	265707	265733	+	26	8.0	orfs	-1																						
10353	mpneu01440	265717	265797	+	80	26.0	orfs	0				8.61288960315		0.0	0.0								0.016	0.0	3.0	0	0.0	0.0	i	1.0
10354	mpneu28409	265728	265760	-	32	10.0	orfs	-1																						
10355	mpneu11248	265767	265907	+	140	46.0	orfs	0				7.78446582358		0.0	0.0								0.044	0.0	3.0	0	0.0	0.0	o	1.0
10356	mpneu28408	265776	265784	-	8	2.0	orfs	-1																						
10357	mpneu06431	265811	265855	+	44	14.0	orfs	-1																						
10358	mpneu23376	265642	265812	-	170	56.0	orfs	0				3.16549123293		0.0	0.0								0.082	1.0	3.0	0	0.0	0.0	o	1.0
10359	mpneu06432	265865	267079	+	1214	404.0	orfs	MPN215	Membrane	AA metabolism	101.0	7.30028779717	0.08901615637	115.0	9.0	276.1	115.4	276.1	340.73	6.3	0.023	E	0.983	0.0	6.0	oppB	6.0	0.0	i9-27o98-122i129-151o171-190i239-260o280-306i	1.0
10360	mpneu11249	265929	266015	+	86	28.0	orfs	0				7.65414447919		0.0	0.0								0.009	0.0	3.0	0	0.0	0.0	o	1.0
10361	mpneu18330	265904	265960	-	56	18.0	orfs	-1																						
10362	mpneu28407	265944	265976	-	32	10.0	orfs	-1																						
10363	mpneu23375	265852	266004	-	152	50.0	orfs	0				0.772246986264		0.0	0.0								0.26	0.0	3.0	0	0.0	0.0	o	1.0
10364	mpneu28406	265983	266009	-	26	8.0	orfs	-1																						
10365	mpneu18329	265967	266011	-	44	14.0	orfs	-1																						
10366	mpneu11250	266016	266042	+	26	8.0	orfs	-1																						
10367	mpneu11251	266043	266171	+	128	42.0	orfs	0				7.29554537411		0.0	0.0								0.008	0.0	3.0	0	0.0	0.0	o	1.0
10368	mpneu28405	266028	266120	-	92	30.0	orfs	0				2.15644665221		0.0	0.0								0.052	0.0	3.0	0	0.0	0.0	o	1.0
10369	mpneu18328	266039	266128	-	89	29.0	orfs	0				2.18552379012		0.0	0.0								0.006	0.0	3.0	0	0.0	0.0	o	1.0
10370	mpneu23374	266098	266154	-	56	18.0	orfs	-1																						
10371	mpneu11252	266232	266243	+	11	3.0	orfs	-1																						
10372	mpneu11253	266244	266255	+	11	3.0	orfs	-1																						
10373	mpneu11254	266268	266309	+	41	13.0	orfs	-1																						
10374	mpneu28404	266316	266345	-	29	9.0	orfs	-1																						
10375	mpneu11255	266364	266399	+	35	11.0	orfs	-1																						
10376	mpneu23373	266158	266406	-	248	82.0	orfs	0				2.26994604647		0.0	0.0								0.882	0.0	3.0	0	0.0	0.0	i	1.0
10377	mpneu23372	266431	266436	-	5	1.0	orfs	-1																						
10378	mpneu11256	266466	266483	+	17	5.0	orfs	-1																						
10379	mpneu23371	266494	266499	-	5	1.0	orfs	-1																						
10380	mpneu11257	266532	266540	+	8	2.0	orfs	-1																						
10381	mpneu18327	266417	266551	-	134	44.0	orfs	0				1.61386272752		0.0	0.0								0.056	0.0	3.0	0	0.0	0.0	i	1.0
10382	mpneu28403	266448	266567	-	119	39.0	orfs	0				1.62074528019		0.0	0.0								0.018	0.0	3.0	0	0.0	0.0	o	1.0
10383	mpneu11258	266589	266672	+	83	27.0	orfs	0				7.25589888749		0.0	0.0								0.001	0.0	3.0	0	0.0	1.0	n3-14c22/23o	1.0
10384	mpneu28402	266628	266663	-	35	11.0	orfs	-1																						
10385	mpneu11259	266673	266747	+	74	24.0	orfs	0				7.28971224722		0.0	0.0								0.0	1.0	3.0	0	0.0	0.0	i	1.0
10386	mpneu18326	266669	266686	-	17	5.0	orfs	-1																						
10387	mpneu28401	266718	266750	-	32	10.0	orfs	-1																						
10388	mpneu11260	266751	266780	+	29	9.0	orfs	-1																						
10389	mpneu23370	266545	266760	-	215	71.0	orfs	0				0.961759448874		0.0	0.0								0.293	1.0	3.0	0	0.0	0.0	o	1.0
10390	mpneu11261	266799	266942	+	143	47.0	orfs	0				7.7129755229		0.0	0.0								0.018	1.0	3.0	0	0.0	0.0	o	1.0
10391	mpneu01441	266824	266832	+	8	2.0	orfs	-1																						
10392	mpneu01442	266860	266871	+	11	3.0	orfs	-1																						
10393	mpneu01443	266872	266886	+	14	4.0	orfs	-1																						
10394	mpneu18325	266849	266929	-	80	26.0	orfs	0				0.760788462936		0.0	0.0								0.032	1.0	3.0	0	0.0	0.0	o	1.0
10395	mpneu23369	266845	266949	-	104	34.0	orfs	0				0.777572439266		0.0	0.0								0.082	0.0	3.0	0	0.0	0.0	o	1.0
10396	mpneu28400	266892	266954	-	62	20.0	orfs	0				0.845917514195		0.0	0.0								0.005	0.0	3.0	0	0.0	0.0	o	1.0
10397	mpneu11262	266955	266984	+	29	9.0	orfs	-1																						
10398	mpneu18324	266939	266968	-	29	9.0	orfs	-1																						
10399	mpneu18323	266981	266995	-	14	4.0	orfs	-1																						
10400	mpneu23368	266959	267003	-	44	14.0	orfs	-1																						
10401	mpneu11263	267012	267041	+	29	9.0	orfs	-1																						
10402	mpneu28399	267006	267020	-	14	4.0	orfs	-1																						
10403	mpneu01444	267049	267117	+	68	22.0	orfs	0				7.30300795592		0.0	0.0								0.023	1.0	3.0	0	0.0	0.0	o	1.0
10404	mpneu11264	267072	268202	+	1130	376.0	orfs	MPN216	Membrane	AA metabolism	101.0	7.28297202295	0.08859049058	115.0	13.0	438.6	249.1	438.6	427.53	6.64	0.001	E	0.956	0.0	6.0	amiD	6.0	0.0	i46-67o173-197i209-229o241-263i284-309o341-362i	1.0
10405	mpneu28398	267063	267110	-	47	15.0	orfs	-1																						
10406	mpneu01445	267124	267132	+	8	2.0	orfs	-1																						
10407	mpneu01446	267151	267240	+	89	29.0	orfs	0				7.36738517984		0.0	0.0								0.028	0.0	3.0	0	0.0	0.0	o	1.0
10408	mpneu23367	267121	267162	-	41	13.0	orfs	-1																						
10409	mpneu28397	267129	267200	-	71	23.0	orfs	0				0.455583394046		0.0	0.0								0.081	1.0	3.0	0	0.0	0.0	o	1.0
10410	mpneu06433	267206	267448	+	242	80.0	orfs	0				7.66123296582		0.0	0.0								0.363	0.0	3.0	0	0.0	0.0	o	1.0
10411	mpneu23366	267181	267213	-	32	10.0	orfs	-1																						
10412	mpneu01447	267259	267270	+	11	3.0	orfs	-1																						
10413	mpneu18322	267053	267259	-	206	68.0	orfs	0				0.443966830522		0.0	0.0								0.227	0.0	3.0	0	1.0	0.0	i21-39o	1.0
10414	mpneu23365	267241	267276	-	35	11.0	orfs	-1																						
10415	mpneu23364	267289	267333	-	44	14.0	orfs	-1																						
10416	mpneu01448	267355	267369	+	14	4.0	orfs	-1																						
10417	mpneu01449	267391	267426	+	35	11.0	orfs	-1																						
10418	mpneu28396	267324	267407	-	83	27.0	orfs	0				0.238095238095		0.0	0.0								0.009	0.0	3.0	0	0.0	0.0	i	1.0
10419	mpneu23363	267376	267456	-	80	26.0	orfs	0				0.263888888889		0.0	0.0								0.002	0.0	3.0	0	0.0	0.0	o	1.0
10420	mpneu01450	267481	267498	+	17	5.0	orfs	-1																						
10421	mpneu18321	267278	267481	-	203	67.0	orfs	0				0.191176470588		0.0	0.0								0.073	0.0	3.0	0	0.0	1.0	n2-12c16/17o	1.0
10422	mpneu28395	267432	267494	-	62	20.0	orfs	0				0.115079365079		0.0	0.0								0.002	1.0	3.0	0	0.0	0.0	o	1.0
10423	mpneu23362	267469	267522	-	53	17.0	orfs	-1																						
10424	mpneu01451	267547	267609	+	62	20.0	orfs	0				7.03958721033		0.0	0.0								0.009	1.0	3.0	0	0.0	0.0	o	1.0
10425	mpneu06434	267554	267868	+	314	104.0	orfs	0				7.11234401526		0.0	0.0								0.534	1.0	3.0	0	0.0	0.0	o	1.0
10426	mpneu23361	267532	267621	-	89	29.0	orfs	0				0.145833333333		0.0	0.0								0.032	0.0	3.0	0	0.0	0.0	i	1.0
10427	mpneu18320	267515	267637	-	122	40.0	orfs	0				0.139227642276		0.0	0.0								0.04	0.0	3.0	0	0.0	0.0	o	1.0
10428	mpneu01452	267649	267774	+	125	41.0	orfs	0				7.07741390478		0.0	0.0								0.01	0.0	3.0	0	0.0	1.0	n2-10c15/16o	1.0
10429	mpneu23360	267706	267756	-	50	16.0	orfs	-1																						
10430	mpneu28394	267612	267779	-	167	55.0	orfs	0				0.366602425042		0.0	0.0								0.094	0.0	3.0	0	0.0	0.0	o	1.0
10431	mpneu01453	267781	267810	+	29	9.0	orfs	-1																						
10432	mpneu01454	267814	267861	+	47	15.0	orfs	-1																						
10433	mpneu18319	267638	267844	-	206	68.0	orfs	0				0.408576319011		1.0	1.0								0.159	1.0	3.0	0	0.0	0.0	o	1.0
10434	mpneu28393	267858	267887	-	29	9.0	orfs	-1																						
10435	mpneu23359	267838	267909	-	71	23.0	orfs	0				0.126015559897		0.0	0.0								0.008	0.0	3.0	0	0.0	0.0	o	1.0
10436	mpneu01455	267928	267951	+	23	7.0	orfs	-1																						
10437	mpneu28392	267900	267935	-	35	11.0	orfs	-1																						
10438	mpneu18318	267851	267937	-	86	28.0	orfs	0				0.159022557479		0.0	0.0								0.003	0.0	3.0	0	0.0	0.0	i	1.0
10439	mpneu01456	267973	268026	+	53	17.0	orfs	-1																						
10440	mpneu23358	267922	268014	-	92	30.0	orfs	0				0.52970127694		0.0	0.0								0.072	1.0	3.0	0	0.0	0.0	i	1.0
10441	mpneu01457	268054	268068	+	14	4.0	orfs	-1																						
10442	mpneu01458	268084	268095	+	11	3.0	orfs	-1																						
10443	mpneu23357	268039	268098	-	59	19.0	orfs	0				0.581412916739		0.0	0.0								0.006	0.0	3.0	0	0.0	0.0	o	1.0
10444	mpneu01459	268114	268167	+	53	17.0	orfs	-1																						
10445	mpneu23356	268102	268128	-	26	8.0	orfs	-1																						
10446	mpneu01460	268168	268191	+	23	7.0	orfs	-1																						
10447	mpneu23355	268156	268185	-	29	9.0	orfs	-1																						
10448	mpneu01461	268204	269475	+	1271	423.0	orfs	MPN217	Membrane	AA metabolism	101.0	7.14813574505	0.09319677239	115.0	24.0	381.0	210.1	381.0	258.62	6.98	0.001	E	0.998	1.0	6.0	oppD	0.0	0.0	o	1.0
10449	mpneu18317	268001	268219	-	218	72.0	orfs	0				0.598844991213		0.0	0.0								0.237	0.0	3.0	0	2.0	0.0	o6-22i34-51o	1.0
10450	mpneu06435	268256	268270	+	14	4.0	orfs	-1																						
10451	mpneu06436	268277	268456	+	179	59.0	orfs	0				7.05623030511		0.0	0.0								0.064	0.0	3.0	0	1.0	0.0	o32-53i	1.0
10452	mpneu23354	268267	268320	-	53	17.0	orfs	-1																						
10453	mpneu18316	268424	268438	-	14	4.0	orfs	-1																						
10454	mpneu06437	268472	268561	+	89	29.0	orfs	0				7.53147693871		0.0	0.0								0.016	0.0	3.0	0	0.0	0.0	i	1.0
10455	mpneu28391	268164	268484	-	320	106.0	orfs	0				0.41491532132		0.0	0.0								0.334	0.0	3.0	0	0.0	1.0	n9-17c22/23o	1.0
10456	mpneu11265	268500	268592	+	92	30.0	orfs	0				7.59858704574		0.0	0.0								0.013	0.0	3.0	0	0.0	0.0	o	1.0
10457	mpneu28390	268509	268520	-	11	3.0	orfs	-1																						
10458	mpneu23353	268453	268542	-	89	29.0	orfs	0				0.294663057028		0.0	0.0								0.011	0.0	3.0	0	1.0	0.0	o6-26i	1.0
10459	mpneu18315	268478	268549	-	71	23.0	orfs	0				0.322125201374		0.0	0.0								0.005	0.0	3.0	0	0.0	0.0	i	1.0
10460	mpneu28389	268530	268577	-	47	15.0	orfs	-1																						
10461	mpneu06438	268604	268702	+	98	32.0	orfs	0				7.75590038113		0.0	0.0								0.006	0.0	3.0	0	0.0	0.0	o	1.0
10462	mpneu11266	268611	268616	+	5	1.0	orfs	-1																						
10463	mpneu23352	268558	268662	-	104	34.0	orfs	0				1.26572030051		0.0	0.0								0.024	0.0	3.0	0	0.0	0.0	o	1.0
10464	mpneu28388	268626	268685	-	59	19.0	orfs	0				1.61063966409		0.0	0.0								0.025	1.0	3.0	0	0.0	0.0	i	1.0
10465	mpneu18314	268634	268705	-	71	23.0	orfs	0				1.66526867412		0.0	0.0								0.017	1.0	3.0	0	0.0	0.0	o	1.0
10466	mpneu28387	268686	268712	-	26	8.0	orfs	-1																						
10467	mpneu06439	268751	268765	+	14	4.0	orfs	-1																						
10468	mpneu23351	268699	268752	-	53	17.0	orfs	-1																						
10469	mpneu18313	268736	268756	-	20	6.0	orfs	-1																						
10470	mpneu06440	268781	268810	+	29	9.0	orfs	-1																						
10471	mpneu23350	268762	268794	-	32	10.0	orfs	-1																						
10472	mpneu18312	268772	268822	-	50	16.0	orfs	-1																						
10473	mpneu06441	268823	268873	+	50	16.0	orfs	-1																						
10474	mpneu23349	268807	268848	-	41	13.0	orfs	-1																						
10475	mpneu06442	268895	268954	+	59	19.0	orfs	0				7.10712532808		0.0	0.0								0.019	1.0	3.0	0	0.0	0.0	i	1.0
10476	mpneu23348	268888	268935	-	47	15.0	orfs	-1																						
10477	mpneu06443	268967	269017	+	50	16.0	orfs	-1																						
10478	mpneu23347	268951	269004	-	53	17.0	orfs	-1																						
10479	mpneu06444	269018	269047	+	29	9.0	orfs	-1																						
10480	mpneu06445	269081	269128	+	47	15.0	orfs	-1																						
10481	mpneu28386	268719	269099	-	380	126.0	orfs	0				1.71332621084		0.0	0.0								0.527	0.0	4.0	scoel86764	1.0	0.0	i107-125o	1.0
10482	mpneu23346	269077	269109	-	32	10.0	orfs	-1																						
10483	mpneu11267	269118	269213	+	95	31.0	orfs	0				6.71913684487		0.0	0.0								0.036	0.0	3.0	0	0.0	0.0	o	1.0
10484	mpneu18311	269093	269125	-	32	10.0	orfs	-1																						
10485	mpneu18310	269135	269176	-	41	13.0	orfs	-1																						
10486	mpneu06446	269219	269290	+	71	23.0	orfs	0				7.16784278295		0.0	0.0								0.016	1.0	3.0	0	0.0	0.0	i	1.0
10487	mpneu18309	269210	269248	-	38	12.0	orfs	-1																						
10488	mpneu23345	269200	269301	-	101	33.0	orfs	0				2.45102595702		0.0	0.0								0.165	1.0	3.0	0	0.0	0.0	i	1.0
10489	mpneu18308	269309	269335	-	26	8.0	orfs	-1																						
10490	mpneu06447	269357	269422	+	65	21.0	orfs	0				7.32743776178		0.0	0.0								0.035	1.0	3.0	0	0.0	0.0	i	1.0
10491	mpneu18307	269378	269392	-	14	4.0	orfs	-1																						
10492	mpneu06448	269438	271993	+	2555	851.0	orfs	MPN218	Membrane-associated	AA metabolism	101.0	7.02490585422	0.07099219331	115.0	53.0	491.8	413.7	491.8	483.79	6.78	0.001	E	0.998	0.0	6.0	oppF	0.0	0.0	o	1.0
10493	mpneu28385	269112	269447	-	335	111.0	orfs	0				2.24859571791		0.0	0.0								0.298	0.0	3.0	0	0.0	1.0	n4-12c20/21o	1.0
10494	mpneu18306	269399	269461	-	62	20.0	orfs	0				1.53353795037		0.0	0.0								0.005	0.0	3.0	0	0.0	1.0	n3-11c15/16o	1.0
10495	mpneu11268	269475	269531	+	56	18.0	orfs	-1																						
10496	mpneu11269	269532	269621	+	89	29.0	orfs	0				7.31236235164		0.0	0.0								0.015	0.0	3.0	0	0.0	0.0	i	1.0
10497	mpneu28384	269544	269603	-	59	19.0	orfs	0				0.114467421901		0.0	0.0								0.022	1.0	3.0	0	0.0	0.0	i	1.0
10498	mpneu01462	269614	269649	+	35	11.0	orfs	-1																						
10499	mpneu11270	269640	269690	+	50	16.0	orfs	-1																						
10500	mpneu18305	269627	269668	-	41	13.0	orfs	-1																						
10501	mpneu18304	269687	269707	-	20	6.0	orfs	-1																						
10502	mpneu18303	269711	269740	-	29	9.0	orfs	-1																						
